Time	Node	Type	Packets	
1	5	CacheHits	0
1	5	CacheMisses	38
2	5	CacheHits	0
2	5	CacheMisses	37
3	5	CacheHits	0
3	5	CacheMisses	37
4	5	CacheHits	0
4	5	CacheMisses	38
5	5	CacheHits	0
5	5	CacheMisses	36
6	5	CacheHits	0
6	5	CacheMisses	38
7	5	CacheHits	0
7	5	CacheMisses	37
8	5	CacheHits	0
8	5	CacheMisses	37
9	5	CacheHits	0
9	5	CacheMisses	38
10	5	CacheHits	0
10	5	CacheMisses	36
11	5	CacheHits	0
11	5	CacheMisses	38
12	5	CacheHits	0
12	5	CacheMisses	37
13	5	CacheHits	0
13	5	CacheMisses	37
14	5	CacheHits	0
14	5	CacheMisses	38
15	5	CacheHits	0
15	5	CacheMisses	36
16	5	CacheHits	0
16	5	CacheMisses	38
17	5	CacheHits	0
17	5	CacheMisses	37
18	5	CacheHits	0
18	5	CacheMisses	37
19	5	CacheHits	0
19	5	CacheMisses	38
20	5	CacheHits	0
20	5	CacheMisses	36
21	5	CacheHits	0
21	5	CacheMisses	38
22	5	CacheHits	0
22	5	CacheMisses	36
23	5	CacheHits	0
23	5	CacheMisses	38
24	5	CacheHits	0
24	5	CacheMisses	38
25	5	CacheHits	0
25	5	CacheMisses	36
26	5	CacheHits	0
26	5	CacheMisses	38
27	5	CacheHits	0
27	5	CacheMisses	36
28	5	CacheHits	0
28	5	CacheMisses	38
29	5	CacheHits	0
29	5	CacheMisses	38
30	5	CacheHits	0
30	5	CacheMisses	36
31	5	CacheHits	0
31	5	CacheMisses	38
32	5	CacheHits	0
32	5	CacheMisses	36
33	5	CacheHits	0
33	5	CacheMisses	38
34	5	CacheHits	0
34	5	CacheMisses	38
35	5	CacheHits	0
35	5	CacheMisses	36
36	5	CacheHits	0
36	5	CacheMisses	38
37	5	CacheHits	0
37	5	CacheMisses	36
38	5	CacheHits	0
38	5	CacheMisses	38
39	5	CacheHits	0
39	5	CacheMisses	38
40	5	CacheHits	0
40	5	CacheMisses	36
41	5	CacheHits	0
41	5	CacheMisses	38
42	5	CacheHits	0
42	5	CacheMisses	36
43	5	CacheHits	0
43	5	CacheMisses	38
44	5	CacheHits	0
44	5	CacheMisses	38
45	5	CacheHits	0
45	5	CacheMisses	36
46	5	CacheHits	0
46	5	CacheMisses	38
47	5	CacheHits	0
47	5	CacheMisses	36
48	5	CacheHits	0
48	5	CacheMisses	38
49	5	CacheHits	0
49	5	CacheMisses	38
50	5	CacheHits	0
50	5	CacheMisses	36
51	5	CacheHits	0
51	5	CacheMisses	38
52	5	CacheHits	0
52	5	CacheMisses	36
53	5	CacheHits	0
53	5	CacheMisses	38
54	5	CacheHits	0
54	5	CacheMisses	38
55	5	CacheHits	0
55	5	CacheMisses	36
56	5	CacheHits	0
56	5	CacheMisses	38
57	5	CacheHits	0
57	5	CacheMisses	36
58	5	CacheHits	0
58	5	CacheMisses	38
59	5	CacheHits	0
59	5	CacheMisses	38
60	5	CacheHits	0
60	5	CacheMisses	36
61	5	CacheHits	0
61	5	CacheMisses	38
62	5	CacheHits	0
62	5	CacheMisses	36
63	5	CacheHits	0
63	5	CacheMisses	38
64	5	CacheHits	0
64	5	CacheMisses	37
65	5	CacheHits	0
65	5	CacheMisses	37
66	5	CacheHits	0
66	5	CacheMisses	38
67	5	CacheHits	0
67	5	CacheMisses	36
68	5	CacheHits	0
68	5	CacheMisses	150
69	5	CacheHits	0
69	5	CacheMisses	146
70	5	CacheHits	0
70	5	CacheMisses	146
71	5	CacheHits	0
71	5	CacheMisses	146
72	5	CacheHits	0
72	5	CacheMisses	146
73	5	CacheHits	0
73	5	CacheMisses	146
74	5	CacheHits	0
74	5	CacheMisses	147
75	5	CacheHits	0
75	5	CacheMisses	146
76	5	CacheHits	0
76	5	CacheMisses	146
77	5	CacheHits	0
77	5	CacheMisses	146
78	5	CacheHits	0
78	5	CacheMisses	146
79	5	CacheHits	0
79	5	CacheMisses	146
80	5	CacheHits	0
80	5	CacheMisses	146
81	5	CacheHits	0
81	5	CacheMisses	146
82	5	CacheHits	0
82	5	CacheMisses	146
