Time	Node	Type	Packets	
1	5	CacheHits	0
1	5	CacheMisses	1545
2	5	CacheHits	0
2	5	CacheMisses	1566
3	5	CacheHits	0
3	5	CacheMisses	1561
4	5	CacheHits	0
4	5	CacheMisses	1550
5	5	CacheHits	0
5	5	CacheMisses	1565
6	5	CacheHits	0
6	5	CacheMisses	1557
7	5	CacheHits	0
7	5	CacheMisses	1554
8	5	CacheHits	0
8	5	CacheMisses	1564
9	5	CacheHits	0
9	5	CacheMisses	1554
10	5	CacheHits	0
10	5	CacheMisses	1558
11	5	CacheHits	0
11	5	CacheMisses	1564
12	5	CacheHits	0
12	5	CacheMisses	1550
13	5	CacheHits	0
13	5	CacheMisses	1562
14	5	CacheHits	0
14	5	CacheMisses	1564
15	5	CacheHits	0
15	5	CacheMisses	1547
16	5	CacheHits	0
16	5	CacheMisses	1565
17	5	CacheHits	0
17	5	CacheMisses	1564
18	5	CacheHits	0
18	5	CacheMisses	1547
19	5	CacheHits	0
19	5	CacheMisses	1565
20	5	CacheHits	0
20	5	CacheMisses	1564
21	5	CacheHits	0
21	5	CacheMisses	1547
22	5	CacheHits	0
22	5	CacheMisses	1565
23	5	CacheHits	0
23	5	CacheMisses	1562
24	5	CacheHits	0
24	5	CacheMisses	1549
25	5	CacheHits	0
25	5	CacheMisses	1564
26	5	CacheHits	0
26	5	CacheMisses	1559
27	5	CacheHits	0
27	5	CacheMisses	1552
28	5	CacheHits	0
28	5	CacheMisses	1565
29	5	CacheHits	0
29	5	CacheMisses	1555
30	5	CacheHits	0
30	5	CacheMisses	1556
31	5	CacheHits	0
31	5	CacheMisses	1564
32	5	CacheHits	0
32	5	CacheMisses	1552
33	5	CacheHits	0
33	5	CacheMisses	1559
34	5	CacheHits	0
34	5	CacheMisses	1565
35	5	CacheHits	0
35	5	CacheMisses	1548
36	5	CacheHits	0
36	5	CacheMisses	1563
37	5	CacheHits	0
37	5	CacheMisses	1564
38	5	CacheHits	0
38	5	CacheMisses	1547
39	5	CacheHits	0
39	5	CacheMisses	1564
40	5	CacheHits	0
40	5	CacheMisses	1565
41	5	CacheHits	0
41	5	CacheMisses	1546
42	5	CacheHits	0
42	5	CacheMisses	1565
43	5	CacheHits	0
43	5	CacheMisses	1564
44	5	CacheHits	0
44	5	CacheMisses	1547
45	5	CacheHits	0
45	5	CacheMisses	1564
46	5	CacheHits	0
46	5	CacheMisses	1563
47	5	CacheHits	0
47	5	CacheMisses	1548
48	5	CacheHits	0
48	5	CacheMisses	1565
49	5	CacheHits	0
49	5	CacheMisses	1559
50	5	CacheHits	0
50	5	CacheMisses	1552
51	5	CacheHits	0
51	5	CacheMisses	1564
52	5	CacheHits	0
52	5	CacheMisses	2350
53	5	CacheHits	0
