Time	Node	Type	Packets	
1	5	CacheHits	0
1	5	CacheMisses	84
2	5	CacheHits	0
2	5	CacheMisses	87
3	5	CacheHits	0
3	5	CacheMisses	85
4	5	CacheHits	0
4	5	CacheMisses	84
5	5	CacheHits	0
5	5	CacheMisses	84
6	5	CacheHits	0
6	5	CacheMisses	84
7	5	CacheHits	0
7	5	CacheMisses	85
8	5	CacheHits	0
8	5	CacheMisses	87
9	5	CacheHits	0
9	5	CacheMisses	84
10	5	CacheHits	0
10	5	CacheMisses	84
11	5	CacheHits	0
11	5	CacheMisses	84
12	5	CacheHits	0
12	5	CacheMisses	84
13	5	CacheHits	0
13	5	CacheMisses	86
14	5	CacheHits	0
14	5	CacheMisses	86
15	5	CacheHits	0
15	5	CacheMisses	84
16	5	CacheHits	0
16	5	CacheMisses	84
17	5	CacheHits	0
17	5	CacheMisses	84
18	5	CacheHits	0
18	5	CacheMisses	85
19	5	CacheHits	0
19	5	CacheMisses	86
20	5	CacheHits	0
20	5	CacheMisses	85
21	5	CacheHits	0
21	5	CacheMisses	84
22	5	CacheHits	0
22	5	CacheMisses	84
23	5	CacheHits	0
23	5	CacheMisses	84
24	5	CacheHits	0
24	5	CacheMisses	86
25	5	CacheHits	0
25	5	CacheMisses	86
26	5	CacheHits	0
26	5	CacheMisses	84
27	5	CacheHits	0
27	5	CacheMisses	84
28	5	CacheHits	0
28	5	CacheMisses	84
29	5	CacheHits	0
29	5	CacheMisses	85
30	5	CacheHits	0
30	5	CacheMisses	86
31	5	CacheHits	0
31	5	CacheMisses	85
32	5	CacheHits	0
32	5	CacheMisses	84
33	5	CacheHits	0
33	5	CacheMisses	84
34	5	CacheHits	0
34	5	CacheMisses	84
35	5	CacheHits	0
35	5	CacheMisses	86
36	5	CacheHits	0
36	5	CacheMisses	86
37	5	CacheHits	0
37	5	CacheMisses	84
38	5	CacheHits	0
38	5	CacheMisses	84
39	5	CacheHits	0
39	5	CacheMisses	84
40	5	CacheHits	0
40	5	CacheMisses	85
41	5	CacheHits	0
41	5	CacheMisses	86
42	5	CacheHits	0
42	5	CacheMisses	85
43	5	CacheHits	0
43	5	CacheMisses	84
44	5	CacheHits	0
44	5	CacheMisses	84
45	5	CacheHits	0
45	5	CacheMisses	84
46	5	CacheHits	0
46	5	CacheMisses	86
47	5	CacheHits	0
47	5	CacheMisses	86
48	5	CacheHits	0
48	5	CacheMisses	84
49	5	CacheHits	0
49	5	CacheMisses	84
50	5	CacheHits	0
50	5	CacheMisses	84
51	5	CacheHits	0
51	5	CacheMisses	84
52	5	CacheHits	0
52	5	CacheMisses	87
53	5	CacheHits	0
53	5	CacheMisses	85
54	5	CacheHits	0
54	5	CacheMisses	84
55	5	CacheHits	0
55	5	CacheMisses	84
56	5	CacheHits	0
56	5	CacheMisses	84
57	5	CacheHits	0
57	5	CacheMisses	85
58	5	CacheHits	0
58	5	CacheMisses	87
59	5	CacheHits	0
59	5	CacheMisses	128
60	5	CacheHits	0
60	5	CacheMisses	281
61	5	CacheHits	0
61	5	CacheMisses	280
62	5	CacheHits	0
62	5	CacheMisses	280
63	5	CacheHits	0
63	5	CacheMisses	280
64	5	CacheHits	0
64	5	CacheMisses	281
65	5	CacheHits	0
65	5	CacheMisses	280
66	5	CacheHits	0
66	5	CacheMisses	280
67	5	CacheHits	0
67	5	CacheMisses	280
68	5	CacheHits	0
68	5	CacheMisses	280
69	5	CacheHits	0
69	5	CacheMisses	281
70	5	CacheHits	0
70	5	CacheMisses	280
71	5	CacheHits	0
71	5	CacheMisses	280
72	5	CacheHits	0
72	5	CacheMisses	280
73	5	CacheHits	0
73	5	CacheMisses	281
