Time	Node	Type	Packets	
1	5	CacheHits	0
1	5	CacheMisses	768
2	5	CacheHits	0
2	5	CacheMisses	768
3	5	CacheHits	0
3	5	CacheMisses	774
4	5	CacheHits	0
4	5	CacheMisses	774
5	5	CacheHits	0
5	5	CacheMisses	775
6	5	CacheHits	0
6	5	CacheMisses	774
7	5	CacheHits	0
7	5	CacheMisses	775
8	5	CacheHits	0
8	5	CacheMisses	768
9	5	CacheHits	0
9	5	CacheMisses	768
10	5	CacheHits	0
10	5	CacheMisses	768
11	5	CacheHits	0
11	5	CacheMisses	768
12	5	CacheHits	0
12	5	CacheMisses	773
13	5	CacheHits	0
13	5	CacheMisses	774
14	5	CacheHits	0
14	5	CacheMisses	775
15	5	CacheHits	0
15	5	CacheMisses	774
16	5	CacheHits	0
16	5	CacheMisses	774
17	5	CacheHits	0
17	5	CacheMisses	770
18	5	CacheHits	0
18	5	CacheMisses	768
19	5	CacheHits	0
19	5	CacheMisses	768
20	5	CacheHits	0
20	5	CacheMisses	768
21	5	CacheHits	0
21	5	CacheMisses	772
22	5	CacheHits	0
22	5	CacheMisses	774
23	5	CacheHits	0
23	5	CacheMisses	774
24	5	CacheHits	0
24	5	CacheMisses	775
25	5	CacheHits	0
25	5	CacheMisses	774
26	5	CacheHits	0
26	5	CacheMisses	771
27	5	CacheHits	0
27	5	CacheMisses	768
28	5	CacheHits	0
28	5	CacheMisses	768
29	5	CacheHits	0
29	5	CacheMisses	768
30	5	CacheHits	0
30	5	CacheMisses	770
31	5	CacheHits	0
31	5	CacheMisses	774
32	5	CacheHits	0
32	5	CacheMisses	775
33	5	CacheHits	0
33	5	CacheMisses	774
34	5	CacheHits	0
34	5	CacheMisses	774
35	5	CacheHits	0
35	5	CacheMisses	773
36	5	CacheHits	0
36	5	CacheMisses	768
37	5	CacheHits	0
37	5	CacheMisses	768
38	5	CacheHits	0
38	5	CacheMisses	768
39	5	CacheHits	0
39	5	CacheMisses	768
40	5	CacheHits	0
40	5	CacheMisses	774
41	5	CacheHits	0
41	5	CacheMisses	774
42	5	CacheHits	0
42	5	CacheMisses	775
43	5	CacheHits	0
43	5	CacheMisses	774
44	5	CacheHits	0
44	5	CacheMisses	774
45	5	CacheHits	0
45	5	CacheMisses	769
46	5	CacheHits	0
46	5	CacheMisses	768
47	5	CacheHits	0
47	5	CacheMisses	768
48	5	CacheHits	0
48	5	CacheMisses	768
49	5	CacheHits	0
49	5	CacheMisses	772
50	5	CacheHits	0
50	5	CacheMisses	774
51	5	CacheHits	0
51	5	CacheMisses	775
52	5	CacheHits	0
52	5	CacheMisses	1158
53	5	CacheHits	0
53	5	CacheMisses	1427
54	5	CacheHits	0
54	5	CacheMisses	1427
55	5	CacheHits	0
55	5	CacheMisses	1427
56	5	CacheHits	0
56	5	CacheMisses	1426
57	5	CacheHits	0
57	5	CacheMisses	1427
58	5	CacheHits	0
58	5	CacheMisses	1426
59	5	CacheHits	0
59	5	CacheMisses	1425
60	5	CacheHits	0
60	5	CacheMisses	1426
61	5	CacheHits	0
61	5	CacheMisses	1425
62	5	CacheHits	0
62	5	CacheMisses	1425
63	5	CacheHits	0
63	5	CacheMisses	1426
64	5	CacheHits	0
64	5	CacheMisses	1425
65	5	CacheHits	0
65	5	CacheMisses	1425
66	5	CacheHits	0
66	5	CacheMisses	1426
67	5	CacheHits	0
67	5	CacheMisses	1425
68	5	CacheHits	0
68	5	CacheMisses	1425
69	5	CacheHits	0
69	5	CacheMisses	1426
70	5	CacheHits	0
70	5	CacheMisses	1425
71	5	CacheHits	0
71	5	CacheMisses	1425
72	5	CacheHits	0
72	5	CacheMisses	1426
73	5	CacheHits	0
73	5	CacheMisses	1425
74	5	CacheHits	0
74	5	CacheMisses	1425
75	5	CacheHits	0
75	5	CacheMisses	1426
76	5	CacheHits	0
76	5	CacheMisses	1425
77	5	CacheHits	0
77	5	CacheMisses	1425
78	5	CacheHits	0
78	5	CacheMisses	1425
79	5	CacheHits	0
79	5	CacheMisses	1426
80	5	CacheHits	0
80	5	CacheMisses	1425
81	5	CacheHits	0
81	5	CacheMisses	1425
82	5	CacheHits	0
82	5	CacheMisses	1426
83	5	CacheHits	0
83	5	CacheMisses	1425
84	5	CacheHits	0
84	5	CacheMisses	1425
85	5	CacheHits	0
85	5	CacheMisses	1426
86	5	CacheHits	0
86	5	CacheMisses	1425
87	5	CacheHits	0
87	5	CacheMisses	1456
88	5	CacheHits	0
88	5	CacheMisses	1426
89	5	CacheHits	0
89	5	CacheMisses	1426
90	5	CacheHits	0
90	5	CacheMisses	1426
