Time	Node	Type	Packets	
1	5	CacheHits	0
1	5	CacheMisses	384
2	5	CacheHits	0
2	5	CacheMisses	370
3	5	CacheHits	0
3	5	CacheMisses	382
4	5	CacheHits	0
4	5	CacheMisses	381
5	5	CacheHits	0
5	5	CacheMisses	371
6	5	CacheHits	0
6	5	CacheMisses	384
7	5	CacheHits	0
7	5	CacheMisses	378
8	5	CacheHits	0
8	5	CacheMisses	374
9	5	CacheHits	0
9	5	CacheMisses	384
10	5	CacheHits	0
10	5	CacheMisses	376
11	5	CacheHits	0
11	5	CacheMisses	376
12	5	CacheHits	0
12	5	CacheMisses	384
13	5	CacheHits	0
13	5	CacheMisses	373
14	5	CacheHits	0
14	5	CacheMisses	379
15	5	CacheHits	0
15	5	CacheMisses	384
16	5	CacheHits	0
16	5	CacheMisses	370
17	5	CacheHits	0
17	5	CacheMisses	382
18	5	CacheHits	0
18	5	CacheMisses	381
19	5	CacheHits	0
19	5	CacheMisses	371
20	5	CacheHits	0
20	5	CacheMisses	384
21	5	CacheHits	0
21	5	CacheMisses	378
22	5	CacheHits	0
22	5	CacheMisses	374
23	5	CacheHits	0
23	5	CacheMisses	384
24	5	CacheHits	0
24	5	CacheMisses	375
25	5	CacheHits	0
25	5	CacheMisses	377
26	5	CacheHits	0
26	5	CacheMisses	384
27	5	CacheHits	0
27	5	CacheMisses	372
28	5	CacheHits	0
28	5	CacheMisses	380
29	5	CacheHits	0
29	5	CacheMisses	383
30	5	CacheHits	0
30	5	CacheMisses	370
31	5	CacheHits	0
31	5	CacheMisses	383
32	5	CacheHits	0
32	5	CacheMisses	380
33	5	CacheHits	0
33	5	CacheMisses	372
34	5	CacheHits	0
34	5	CacheMisses	384
35	5	CacheHits	0
35	5	CacheMisses	377
36	5	CacheHits	0
36	5	CacheMisses	375
37	5	CacheHits	0
37	5	CacheMisses	384
38	5	CacheHits	0
38	5	CacheMisses	374
39	5	CacheHits	0
39	5	CacheMisses	378
40	5	CacheHits	0
40	5	CacheMisses	384
41	5	CacheHits	0
41	5	CacheMisses	371
42	5	CacheHits	0
42	5	CacheMisses	381
43	5	CacheHits	0
43	5	CacheMisses	382
44	5	CacheHits	0
44	5	CacheMisses	370
45	5	CacheHits	0
45	5	CacheMisses	384
46	5	CacheHits	0
46	5	CacheMisses	379
47	5	CacheHits	0
47	5	CacheMisses	373
48	5	CacheHits	0
48	5	CacheMisses	384
49	5	CacheHits	0
49	5	CacheMisses	376
50	5	CacheHits	0
50	5	CacheMisses	376
51	5	CacheHits	0
51	5	CacheMisses	384
52	5	CacheHits	0
52	5	CacheMisses	373
53	5	CacheHits	0
53	5	CacheMisses	611
54	5	CacheHits	0
54	5	CacheMisses	900
55	5	CacheHits	0
55	5	CacheMisses	901
56	5	CacheHits	0
56	5	CacheMisses	900
57	5	CacheHits	0
57	5	CacheMisses	901
58	5	CacheHits	0
58	5	CacheMisses	900
59	5	CacheHits	0
59	5	CacheMisses	900
60	5	CacheHits	0
60	5	CacheMisses	900
61	5	CacheHits	0
61	5	CacheMisses	900
62	5	CacheHits	0
62	5	CacheMisses	900
63	5	CacheHits	0
63	5	CacheMisses	900
64	5	CacheHits	0
64	5	CacheMisses	900
65	5	CacheHits	0
65	5	CacheMisses	900
66	5	CacheHits	0
66	5	CacheMisses	899
67	5	CacheHits	0
67	5	CacheMisses	900
68	5	CacheHits	0
68	5	CacheMisses	900
69	5	CacheHits	0
69	5	CacheMisses	900
70	5	CacheHits	0
70	5	CacheMisses	900
71	5	CacheHits	0
71	5	CacheMisses	900
72	5	CacheHits	0
72	5	CacheMisses	900
73	5	CacheHits	0
73	5	CacheMisses	900
74	5	CacheHits	0
74	5	CacheMisses	900
75	5	CacheHits	0
75	5	CacheMisses	900
76	5	CacheHits	0
76	5	CacheMisses	900
77	5	CacheHits	0
77	5	CacheMisses	900
78	5	CacheHits	0
78	5	CacheMisses	915
79	5	CacheHits	0
79	5	CacheMisses	900
80	5	CacheHits	0
80	5	CacheMisses	900
81	5	CacheHits	0
81	5	CacheMisses	900
82	5	CacheHits	0
82	5	CacheMisses	900
83	5	CacheHits	0
83	5	CacheMisses	900
84	5	CacheHits	0
84	5	CacheMisses	900
85	5	CacheHits	0
85	5	CacheMisses	900
86	5	CacheHits	0
86	5	CacheMisses	900
87	5	CacheHits	0
87	5	CacheMisses	900
88	5	CacheHits	0
88	5	CacheMisses	900
89	5	CacheHits	0
89	5	CacheMisses	900
90	5	CacheHits	0
90	5	CacheMisses	900
91	5	CacheHits	0
91	5	CacheMisses	899
92	5	CacheHits	0
92	5	CacheMisses	900
93	5	CacheHits	0
93	5	CacheMisses	900
94	5	CacheHits	0
94	5	CacheMisses	900
95	5	CacheHits	0
95	5	CacheMisses	900
96	5	CacheHits	0
96	5	CacheMisses	900
97	5	CacheHits	0
97	5	CacheMisses	900
98	5	CacheHits	0
98	5	CacheMisses	900
99	5	CacheHits	0
99	5	CacheMisses	899
100	5	CacheHits	0
100	5	CacheMisses	900
101	5	CacheHits	0
101	5	CacheMisses	900
102	5	CacheHits	0
102	5	CacheMisses	899
103	5	CacheHits	0
103	5	CacheMisses	900
104	5	CacheHits	0
104	5	CacheMisses	899
105	5	CacheHits	0
105	5	CacheMisses	899
106	5	CacheHits	0
106	5	CacheMisses	900
107	5	CacheHits	0
107	5	CacheMisses	899
108	5	CacheHits	0
108	5	CacheMisses	900
